country,time,new_cases,confirmed_cases,confirmed_cases_per_million,people_vaccinated,people_fully_vaccinated,confirmed_deaths
Lithuania,2021-12-05,,"479,839","178,387.96",69.86%,66.62%,"6,847"
Lithuania,2021-12-06,471,"480,310","178,563.06",69.94%,66.72%,"6,862"
Lithuania,2021-12-07,"2,148","482,458","179,361.62",70.02%,66.81%,"6,886"
Lithuania,2021-12-08,"2,079","484,537","180,134.52",70.10%,66.89%,"6,901"
Lithuania,2021-12-09,"1,687","486,224","180,761.69",70.17%,66.98%,"6,920"
Lithuania,2021-12-10,"1,729","487,953","181,404.47",70.25%,67.08%,"6,933"
Lithuania,2021-12-11,"1,720","489,673","182,043.91",70.27%,67.09%,"6,956"
Lithuania,2021-12-12,"1,449","491,122","182,582.60",70.28%,67.10%,"6,974"
Lithuania,2021-12-13,831,"491,953","182,891.54",70.35%,67.18%,"6,989"
Lithuania,2021-12-14,"1,518","493,471","183,455.88",70.41%,67.25%,"7,021"
Lithuania,2021-12-15,"2,215","495,686","184,279.34",70.47%,67.32%,"7,039"
Lithuania,2021-12-16,"1,957","497,643","185,006.89",70.55%,67.40%,"7,059"
Lithuania,2021-12-17,"1,619","499,262","185,608.78",70.66%,67.50%,"7,069"
Lithuania,2021-12-18,"1,724","500,986","186,249.70",70.69%,67.51%,"7,097"
Lithuania,2021-12-19,"1,359","502,345","186,754.93",70.71%,67.52%,"7,119"
Lithuania,2021-12-20,624,"502,969","186,986.92",70.79%,67.60%,"7,143"
Low income,2021-12-05,,1.38 million,"2,081.97",6.16%,3.12%,"37,470"
Low income,2021-12-06,"1,859",1.39 million,"2,084.77",6.19%,3.13%,"37,531"
Low income,2021-12-07,"1,339",1.39 million,"2,086.78",6.21%,3.13%,"37,552"
Low income,2021-12-08,"1,031",1.39 million,"2,088.33",6.49%,3.25%,"37,575"
Low income,2021-12-09,942,1.39 million,"2,089.75",7.02%,3.41%,"37,596"
Low income,2021-12-10,"2,028",1.39 million,"2,092.80",7.04%,3.44%,"37,627"
Low income,2021-12-11,"1,896",1.39 million,"2,095.65",7.05%,3.44%,"37,661"
Low income,2021-12-12,780,1.39 million,"2,096.82",7.08%,3.45%,"37,678"
Low income,2021-12-13,"1,227",1.40 million,"2,098.66",7.13%,3.50%,"37,723"
Low income,2021-12-14,"2,394",1.40 million,"2,102.26",7.14%,3.50%,"37,762"
Low income,2021-12-15,"4,483",1.40 million,"2,109.00",7.47%,3.60%,"37,778"
Low income,2021-12-16,"4,581",1.41 million,"2,115.89",7.48%,3.60%,"37,808"
Low income,2021-12-17,"4,645",1.41 million,"2,122.88",7.50%,3.62%,"37,823"
Low income,2021-12-18,"3,438",1.42 million,"2,128.04",7.50%,3.62%,"37,852"
Low income,2021-12-19,"3,543",1.42 million,"2,133.37",7.53%,3.62%,"37,872"
Low income,2021-12-20,"7,739",1.43 million,"2,145.01",7.94%,3.75%,"37,937"
Lower middle income,2021-12-05,,63.98 million,"19,209.68",45.00%,29.08%,1.16 million
Lower middle income,2021-12-06,"37,546",64.02 million,"19,220.95",45.19%,29.28%,1.17 million
Lower middle income,2021-12-07,"46,279",64.06 million,"19,234.84",45.30%,29.49%,1.17 million
Lower middle income,2021-12-08,"54,529",64.12 million,"19,251.22",45.45%,29.80%,1.17 million
Lower middle income,2021-12-09,"54,481",64.17 million,"19,267.57",45.62%,30.16%,1.17 million
Lower middle income,2021-12-10,"48,812",64.22 million,"19,282.23",46.29%,30.33%,1.17 million
Lower middle income,2021-12-11,"55,947",64.28 million,"19,299.03",46.58%,30.77%,1.17 million
Lower middle income,2021-12-12,"42,357",64.32 million,"19,311.74",46.70%,31.10%,1.17 million
Lower middle income,2021-12-13,"34,479",64.36 million,"19,322.10",46.77%,31.29%,1.17 million
Lower middle income,2021-12-14,"51,894",64.41 million,"19,337.68",46.99%,31.65%,1.18 million
Lower middle income,2021-12-15,"53,297",64.46 million,"19,353.68",47.10%,31.88%,1.18 million
Lower middle income,2021-12-16,"71,305",64.53 million,"19,375.09",47.19%,32.05%,1.18 million
Lower middle income,2021-12-17,"48,305",64.58 million,"19,389.59",47.33%,32.31%,1.18 million
Lower middle income,2021-12-18,"45,745",64.63 million,"19,403.32",47.43%,32.53%,1.18 million
Lower middle income,2021-12-19,"47,920",64.67 million,"19,417.71",47.54%,32.72%,1.18 million
Lower middle income,2021-12-20,"40,109",64.71 million,"19,429.75",47.69%,32.90%,1.18 million
Luxembourg,2021-12-05,,"90,774","142,993.07",70.89%,67.69%,880
Luxembourg,2021-12-06,935,"91,709","144,465.94",71.00%,67.69%,885
Luxembourg,2021-12-07,199,"91,908","144,779.42",71.14%,67.69%,888
Luxembourg,2021-12-08,666,"92,574","145,828.54",71.25%,67.69%,889
Luxembourg,2021-12-09,486,"93,060","146,594.12",71.37%,67.69%,889
Luxembourg,2021-12-10,369,"93,429","147,175.39",71.51%,67.69%,890
Luxembourg,2021-12-11,0,"93,429","147,175.39",71.61%,67.69%,890
Luxembourg,2021-12-12,0,"93,429","147,175.39",71.63%,67.69%,890
Luxembourg,2021-12-13,871,"94,300","148,547.45",71.72%,67.69%,895
Luxembourg,2021-12-14,211,"94,511","148,879.83",71.83%,67.69%,896
Luxembourg,2021-12-15,711,"95,222","149,999.84",71.94%,67.69%,896
Luxembourg,2021-12-16,537,"95,759","150,845.76",72.04%,67.69%,897
Luxembourg,2021-12-17,349,"96,108","151,395.53",72.17%,67.69%,898
Luxembourg,2021-12-18,0,"96,108","151,395.53",72.26%,67.69%,898
Luxembourg,2021-12-19,0,"96,108","151,395.53",72.26%,67.69%,898
Luxembourg,2021-12-20,921,"97,029","152,846.35",72.35%,67.69%,903
Macao,2021-12-05,,77,116.95,73.87%,67.23%,
Macao,2021-12-06,0,77,116.95,73.87%,67.23%,
Macao,2021-12-07,0,77,116.95,73.98%,67.55%,
Macao,2021-12-08,0,77,116.95,73.98%,67.55%,
Macao,2021-12-09,0,77,116.95,74.07%,67.83%,
Macao,2021-12-10,0,77,116.95,74.07%,67.83%,
Macao,2021-12-11,0,77,116.95,74.17%,68.11%,
Macao,2021-12-12,0,77,116.95,74.17%,68.11%,
Macao,2021-12-13,0,77,116.95,74.25%,68.40%,
Macao,2021-12-14,0,77,116.95,74.25%,68.40%,
Macao,2021-12-15,0,77,116.95,74.34%,68.70%,
Macao,2021-12-16,0,77,116.95,74.39%,68.89%,
Macao,2021-12-17,0,77,116.95,74.43%,69.02%,
Macao,2021-12-18,0,77,116.95,74.49%,69.15%,
Macao,2021-12-19,0,77,116.95,74.49%,69.15%,
Macao,2021-12-20,0,77,116.95,74.56%,69.31%,
Madagascar,2021-12-05,,"44,800","1,575.95",1.87%,1.70%,972
Madagascar,2021-12-06,0,"44,800","1,575.95",2.07%,1.90%,972
Madagascar,2021-12-07,0,"44,800","1,575.95",2.07%,1.90%,972
Madagascar,2021-12-08,0,"44,800","1,575.95",2.07%,1.90%,972
Madagascar,2021-12-09,0,"44,800","1,575.95",2.07%,1.90%,972
Madagascar,2021-12-10,0,"44,800","1,575.95",2.07%,1.90%,972
Madagascar,2021-12-11,994,"45,794","1,610.91",2.07%,1.90%,980
Madagascar,2021-12-12,0,"45,794","1,610.91",2.07%,1.90%,980
Madagascar,2021-12-13,0,"45,794","1,610.91",2.07%,1.90%,980
Madagascar,2021-12-14,0,"45,794","1,610.91",2.07%,1.90%,980
Madagascar,2021-12-15,0,"45,794","1,610.91",2.07%,1.90%,980
Madagascar,2021-12-16,0,"45,794","1,610.91",2.07%,1.90%,980
Madagascar,2021-12-17,0,"45,794","1,610.91",2.07%,1.90%,980
Madagascar,2021-12-18,"1,501","47,295","1,663.72",2.07%,1.90%,996
Madagascar,2021-12-19,0,"47,295","1,663.72",2.07%,1.90%,996
Madagascar,2021-12-20,0,"47,295","1,663.72",2.07%,1.90%,996
Malawi,2021-12-05,,"61,981","3,154.62",6.08%,3.15%,"2,307"
Malawi,2021-12-06,16,"61,997","3,155.44",6.10%,3.15%,"2,307"
Malawi,2021-12-07,18,"62,015","3,156.35",6.15%,3.16%,"2,307"
Malawi,2021-12-08,38,"62,053","3,158.29",6.20%,3.17%,"2,307"
Malawi,2021-12-09,35,"62,088","3,160.07",6.25%,3.18%,"2,307"
Malawi,2021-12-10,59,"62,147","3,163.07",6.33%,3.20%,"2,307"
Malawi,2021-12-11,83,"62,230","3,167.30",6.39%,3.21%,"2,307"
Malawi,2021-12-12,35,"62,265","3,169.08",6.46%,3.22%,"2,308"
Malawi,2021-12-13,115,"62,380","3,174.93",6.50%,3.23%,"2,308"
Malawi,2021-12-14,235,"62,615","3,186.89",6.57%,3.25%,"2,310"
Malawi,2021-12-15,318,"62,933","3,203.07",6.64%,3.26%,"2,310"
Malawi,2021-12-16,475,"63,408","3,227.25",6.70%,3.28%,"2,311"
Malawi,2021-12-17,536,"63,944","3,254.53",6.85%,3.31%,"2,311"
Malawi,2021-12-18,468,"64,412","3,278.35",6.90%,3.32%,"2,311"
Malawi,2021-12-19,329,"64,741","3,295.10",6.97%,3.33%,"2,311"
Malawi,2021-12-20,482,"65,223","3,319.63",7.00%,3.34%,"2,313"
Malaysia,2021-12-05,,2.66 million,"81,118.99",79.07%,77.79%,"30,614"
Malaysia,2021-12-06,"4,262",2.66 million,"81,249.03",79.08%,77.81%,"30,652"
Malaysia,2021-12-07,"4,965",2.67 million,"81,400.51",79.10%,77.83%,"30,718"
Malaysia,2021-12-08,"5,020",2.67 million,"81,553.67",79.11%,77.85%,"30,746"
Malaysia,2021-12-09,"5,446",2.68 million,"81,719.83",79.13%,77.88%,"30,787"
Malaysia,2021-12-10,"5,058",2.68 million,"81,874.15",79.14%,77.90%,"30,831"
Malaysia,2021-12-11,"4,626",2.69 million,"82,015.29",79.15%,77.91%,"30,862"
Malaysia,2021-12-12,"3,490",2.69 million,"82,121.77",79.15%,77.91%,"30,879"
Malaysia,2021-12-13,"3,504",2.70 million,"82,228.67",79.17%,77.93%,"30,908"
Malaysia,2021-12-14,"4,097",2.70 million,"82,353.67",79.18%,77.95%,"30,956"
Malaysia,2021-12-15,"3,900",2.70 million,"82,472.66",79.19%,77.96%,"30,989"
Malaysia,2021-12-16,"4,262",2.71 million,"82,602.69",79.21%,77.98%,"31,026"
Malaysia,2021-12-17,"4,362",2.71 million,"82,735.78",79.22%,78.00%,"31,044"
Malaysia,2021-12-18,"4,083",2.72 million,"82,860.35",79.22%,78.01%,"31,073"
Malaysia,2021-12-19,"3,108",2.72 million,"82,955.18",79.23%,78.01%,"31,092"
Malaysia,2021-12-20,"2,589",2.72 million,"83,034.16",79.24%,78.03%,"31,135"
Maldives,2021-12-05,,"92,211","169,624.00",72.84%,67.09%,254
Maldives,2021-12-06,157,"92,368","169,912.81",72.85%,67.11%,255
Maldives,2021-12-07,133,"92,501","170,157.46",72.86%,67.15%,255
Maldives,2021-12-08,128,"92,629","170,392.92",72.86%,67.15%,255
Maldives,2021-12-09,125,"92,754","170,622.86",72.87%,67.20%,255
Maldives,2021-12-10,92,"92,846","170,792.10",72.87%,67.20%,256
Maldives,2021-12-11,218,"93,064","171,193.11",72.87%,67.23%,257
Maldives,2021-12-12,55,"93,119","171,294.29",72.88%,67.25%,258
Maldives,2021-12-13,127,"93,246","171,527.91",72.89%,67.28%,258
Maldives,2021-12-14,124,"93,370","171,756.01",72.90%,67.30%,258
Maldives,2021-12-15,162,"93,532","172,054.01",72.90%,67.33%,259
Maldives,2021-12-16,97,"93,629","172,232.44",72.91%,67.36%,259
Maldives,2021-12-17,104,"93,733","172,423.75",72.91%,67.36%,259
Maldives,2021-12-18,131,"93,864","172,664.73",72.91%,67.37%,259
Maldives,2021-12-19,93,"93,957","172,835.80",72.92%,67.39%,259
Maldives,2021-12-20,100,"94,057","173,019.76",72.93%,67.41%,260
Mali,2021-12-05,,"17,915",859.00,3.83%,1.54%,618
Mali,2021-12-06,56,"17,971",861.68,3.83%,1.54%,618
Mali,2021-12-07,141,"18,112",868.44,3.83%,1.54%,619
Mali,2021-12-08,141,"18,253",875.20,3.94%,1.54%,621
Mali,2021-12-09,76,"18,329",878.85,3.94%,1.54%,622
Mali,2021-12-10,75,"18,404",882.44,3.94%,1.54%,623
Mali,2021-12-11,100,"18,504",887.24,3.94%,1.54%,628
Mali,2021-12-12,87,"18,591",891.41,3.94%,1.54%,629
Mali,2021-12-13,36,"18,627",893.14,3.94%,1.54%,630
Mali,2021-12-14,91,"18,718",897.50,3.94%,1.54%,633
Mali,2021-12-15,137,"18,855",904.07,3.94%,1.54%,634
Mali,2021-12-16,83,"18,938",908.05,4.04%,1.65%,634
Mali,2021-12-17,126,"19,064",914.09,4.04%,1.65%,637
Mali,2021-12-18,128,"19,192",920.23,4.04%,1.65%,639
Mali,2021-12-19,114,"19,306",925.69,4.04%,1.65%,639
Mali,2021-12-20,59,"19,365",928.52,4.09%,1.69%,646
Malta,2021-12-05,,"39,934","77,376.48",84.51%,83.89%,468
Malta,2021-12-06,81,"40,015","77,533.42",84.52%,83.94%,468
Malta,2021-12-07,86,"40,101","77,700.06",84.57%,83.95%,468
Malta,2021-12-08,87,"40,188","77,868.63",84.59%,83.98%,468
Malta,2021-12-09,81,"40,269","78,025.58",84.61%,84.01%,468
Malta,2021-12-10,88,"40,357","78,196.09",84.63%,84.04%,470
Malta,2021-12-11,111,"40,468","78,411.16",84.66%,84.07%,470
Malta,2021-12-12,78,"40,546","78,562.29",84.67%,84.08%,470
Malta,2021-12-13,78,"40,624","78,713.43",84.68%,84.11%,471
Malta,2021-12-14,100,"40,724","78,907.19",84.72%,84.14%,471
Malta,2021-12-15,168,"40,892","79,232.71",84.75%,84.16%,471
Malta,2021-12-16,167,"41,059","79,556.29",84.79%,84.17%,471
Malta,2021-12-17,221,"41,280","79,984.50",84.81%,84.19%,471
Malta,2021-12-18,291,"41,571","80,548.34",84.84%,84.21%,471
Malta,2021-12-19,282,"41,853","81,094.75",84.86%,84.22%,471
Malta,2021-12-20,252,"42,105","81,583.03",84.96%,84.25%,471
Marshall Islands,2021-12-05,,4,67.09,,,
Marshall Islands,2021-12-06,0,4,67.09,,,
Marshall Islands,2021-12-07,0,4,67.09,,,
Marshall Islands,2021-12-08,0,4,67.09,,,
Marshall Islands,2021-12-09,0,4,67.09,,,
Marshall Islands,2021-12-10,0,4,67.09,,,
Marshall Islands,2021-12-11,0,4,67.09,,,
Marshall Islands,2021-12-12,0,4,67.09,,,
Marshall Islands,2021-12-13,0,4,67.09,,,
Marshall Islands,2021-12-14,0,4,67.09,,,
Marshall Islands,2021-12-15,0,4,67.09,,,
Marshall Islands,2021-12-16,0,4,67.09,,,
Marshall Islands,2021-12-17,0,4,67.09,,,
Marshall Islands,2021-12-18,0,4,67.09,,,
Marshall Islands,2021-12-19,0,4,67.09,,,
Marshall Islands,2021-12-20,0,4,67.09,,,
Mauritania,2021-12-05,,"39,558","8,284.21",22.52%,14.33%,840
Mauritania,2021-12-06,26,"39,584","8,289.65",22.80%,14.53%,842
Mauritania,2021-12-07,37,"39,621","8,297.40",22.80%,14.53%,844
Mauritania,2021-12-08,48,"39,669","8,307.45",22.99%,14.62%,844
Mauritania,2021-12-09,35,"39,704","8,314.78",22.99%,14.62%,846
Mauritania,2021-12-10,38,"39,742","8,322.74",22.99%,14.62%,848
Mauritania,2021-12-11,36,"39,778","8,330.28",22.99%,14.62%,849
Mauritania,2021-12-12,28,"39,806","8,336.14",22.99%,14.62%,849
Mauritania,2021-12-13,28,"39,834","8,342.01",23.18%,14.78%,850
Mauritania,2021-12-14,44,"39,878","8,351.22",23.18%,14.78%,852
Mauritania,2021-12-15,46,"39,924","8,360.85",23.20%,14.81%,852
Mauritania,2021-12-16,40,"39,964","8,369.23",23.26%,14.87%,852
Mauritania,2021-12-17,26,"39,990","8,374.68",23.30%,14.90%,852
Mauritania,2021-12-18,37,"40,027","8,382.42",23.30%,14.90%,852
Mauritania,2021-12-19,56,"40,083","8,394.15",23.30%,14.90%,853
Mauritania,2021-12-20,43,"40,126","8,403.16",23.30%,14.90%,855
Mauritius,2021-12-05,,"22,090","17,346.88",71.97%,68.99%,240
Mauritius,2021-12-06,66,"22,156","17,398.71",71.97%,68.99%,240
Mauritius,2021-12-07,95,"22,251","17,473.31",71.97%,68.99%,240
Mauritius,2021-12-08,59,"22,310","17,519.64",71.97%,68.99%,240
Mauritius,2021-12-09,83,"22,393","17,584.82",71.97%,68.99%,240
Mauritius,2021-12-10,68,"22,461","17,638.22",71.97%,68.99%,240
Mauritius,2021-12-11,60,"22,521","17,685.33",71.97%,68.99%,240
Mauritius,2021-12-12,92,"22,613","17,757.58",71.97%,68.99%,240
Mauritius,2021-12-13,38,"22,651","17,787.42",71.97%,68.99%,240
Mauritius,2021-12-14,59,"22,710","17,833.75",71.97%,68.99%,240
Mauritius,2021-12-15,59,"22,769","17,880.08",71.97%,68.99%,240
Mauritius,2021-12-16,46,"22,815","17,916.21",71.97%,68.99%,240
Mauritius,2021-12-17,54,"22,869","17,958.61",71.97%,68.99%,240
Mauritius,2021-12-18,38,"22,907","17,988.45",71.97%,68.99%,240
Mauritius,2021-12-19,58,"22,965","18,034.00",71.97%,68.99%,240
Mauritius,2021-12-20,14,"22,979","18,044.99",71.97%,68.99%,240
Mexico,2021-12-05,,3.90 million,"29,949.31",60.09%,50.22%,"295,203"
Mexico,2021-12-06,752,3.90 million,"29,955.08",60.09%,50.22%,"295,313"
Mexico,2021-12-07,0,3.90 million,"29,955.08",60.09%,50.22%,"295,313"
Mexico,2021-12-08,"3,304",3.91 million,"29,980.44",60.51%,50.32%,"295,602"
Mexico,2021-12-09,"6,395",3.91 million,"30,029.54",60.80%,50.38%,"296,188"
Mexico,2021-12-10,0,3.91 million,"30,029.54",60.80%,50.38%,"296,188"
Mexico,2021-12-11,"2,992",3.91 million,"30,052.51",61.56%,50.67%,"296,385"
Mexico,2021-12-12,"2,655",3.92 million,"30,072.89",61.71%,50.78%,"296,620"
Mexico,2021-12-13,855,3.92 million,"30,079.45",61.80%,50.84%,"296,672"
Mexico,2021-12-14,771,3.92 million,"30,085.37",61.80%,50.84%,"296,721"
Mexico,2021-12-15,"5,651",3.92 million,"30,128.75",62.77%,51.02%,"297,188"
Mexico,2021-12-16,"2,627",3.93 million,"30,148.92",62.79%,51.12%,"297,356"
Mexico,2021-12-17,0,3.93 million,"30,148.92",62.79%,51.12%,"297,356"
Mexico,2021-12-18,"2,750",3.93 million,"30,170.03",62.79%,51.12%,"297,568"
Mexico,2021-12-19,"2,530",3.93 million,"30,189.45",62.80%,51.24%,"297,835"
Mexico,2021-12-20,"1,557",3.93 million,"30,201.40",62.88%,55.81%,"297,916"
Micronesia (country),2021-12-05,,1,8.60,,,
Micronesia (country),2021-12-06,0,1,8.60,,,
Micronesia (country),2021-12-07,0,1,8.60,,,
Micronesia (country),2021-12-08,0,1,8.60,,,
Micronesia (country),2021-12-09,0,1,8.60,,,
Micronesia (country),2021-12-10,0,1,8.60,,,
Micronesia (country),2021-12-11,0,1,8.60,,,
Micronesia (country),2021-12-12,0,1,8.60,,,
Micronesia (country),2021-12-13,0,1,8.60,,,
Micronesia (country),2021-12-14,0,1,8.60,,,
Micronesia (country),2021-12-15,0,1,8.60,,,
Micronesia (country),2021-12-16,0,1,8.60,,,
Micronesia (country),2021-12-17,0,1,8.60,,,
Micronesia (country),2021-12-18,0,1,8.60,,,
Micronesia (country),2021-12-19,0,1,8.60,,,
Micronesia (country),2021-12-20,0,1,8.60,,,
Moldova,2021-12-05,,"366,256","91,017.33",24.60%,23.48%,"9,217"
Moldova,2021-12-06,495,"366,751","91,140.34",24.60%,23.53%,"9,244"
Moldova,2021-12-07,588,"367,339","91,286.46",24.60%,23.58%,"9,270"
Moldova,2021-12-08,609,"367,948","91,437.80",24.60%,23.64%,"9,293"
Moldova,2021-12-09,549,"368,497","91,574.23",24.60%,23.64%,"9,315"
Moldova,2021-12-10,516,"369,013","91,702.46",24.60%,23.64%,"9,333"
Moldova,2021-12-11,389,"369,402","91,799.13",24.60%,23.76%,"9,354"
Moldova,2021-12-12,257,"369,659","91,863.00",24.60%,23.77%,"9,368"
Moldova,2021-12-13,344,"370,003","91,948.48",24.60%,23.84%,"9,393"
Moldova,2021-12-14,456,"370,459","92,061.80",24.60%,23.84%,"9,414"
Moldova,2021-12-15,492,"370,951","92,184.07",24.60%,23.88%,"9,434"
Moldova,2021-12-16,459,"371,410","92,298.13",24.60%,23.88%,"9,450"
Moldova,2021-12-17,440,"371,850","92,407.48",24.60%,23.97%,"9,466"
Moldova,2021-12-18,304,"372,154","92,483.02",24.60%,23.97%,"9,482"
Moldova,2021-12-19,46,"372,200","92,494.46",24.60%,23.98%,"9,493"
Moldova,2021-12-20,229,"372,429","92,551.36",24.60%,24.01%,"9,521"
Monaco,2021-12-05,,"3,885","98,304.66",67.49%,58.98%,36
Monaco,2021-12-06,17,"3,902","98,734.82",67.49%,58.98%,36
Monaco,2021-12-07,40,"3,942","99,746.96",67.49%,58.98%,36
Monaco,2021-12-08,0,"3,942","99,746.96",67.49%,58.98%,36
Monaco,2021-12-09,64,"4,006","101,366.40",67.49%,58.98%,36
Monaco,2021-12-10,48,"4,054","102,580.97",67.49%,58.98%,36
Monaco,2021-12-11,39,"4,093","103,567.81",67.49%,58.98%,36
Monaco,2021-12-12,0,"4,093","103,567.81",67.49%,58.98%,36
Monaco,2021-12-13,21,"4,114","104,099.19",67.49%,58.98%,36
Monaco,2021-12-14,0,"4,114","104,099.19",67.49%,58.98%,36
Monaco,2021-12-15,0,"4,114","104,099.19",67.49%,58.98%,36
Monaco,2021-12-16,0,"4,114","104,099.19",67.49%,58.98%,36
Monaco,2021-12-17,225,"4,339","109,792.51",67.49%,58.98%,36
Monaco,2021-12-18,47,"4,386","110,981.78",67.49%,58.98%,36
Monaco,2021-12-19,20,"4,406","111,487.85",67.49%,58.98%,37
Monaco,2021-12-20,0,"4,406","111,487.85",67.49%,58.98%,37
Mongolia,2021-12-05,,"383,682","115,244.67",67.93%,64.68%,"2,017"
Mongolia,2021-12-06,0,"383,682","115,244.67",67.94%,64.70%,"2,017"
Mongolia,2021-12-07,296,"383,978","115,333.58",67.94%,64.70%,"2,020"
Mongolia,2021-12-08,310,"384,288","115,426.69",67.95%,64.73%,"2,023"
Mongolia,2021-12-09,624,"384,912","115,614.12",67.96%,64.74%,"2,028"
Mongolia,2021-12-10,0,"384,912","115,614.12",67.96%,64.74%,"2,028"
Mongolia,2021-12-11,441,"385,353","115,746.58",67.96%,64.75%,"2,033"
Mongolia,2021-12-12,94,"385,447","115,774.81",67.97%,64.76%,"2,036"
Mongolia,2021-12-13,0,"385,447","115,774.81",67.97%,64.76%,"2,036"
Mongolia,2021-12-14,191,"385,638","115,832.18",67.98%,64.78%,"2,038"
Mongolia,2021-12-15,335,"385,973","115,932.80",68.00%,64.85%,"2,039"
Mongolia,2021-12-16,285,"386,258","116,018.41",68.01%,64.86%,"2,041"
Mongolia,2021-12-17,262,"386,520","116,097.10",68.01%,64.88%,"2,041"
Mongolia,2021-12-18,267,"386,787","116,177.30",68.01%,64.88%,"2,043"
Mongolia,2021-12-19,329,"387,116","116,276.12",68.02%,64.89%,"2,045"
Mongolia,2021-12-20,0,"387,116","116,276.12",68.02%,64.89%,"2,045"
Montenegro,2021-12-05,,"158,466","252,313.90",44.14%,41.31%,"2,329"
Montenegro,2021-12-06,157,"158,623","252,563.88",44.16%,41.36%,"2,331"
Montenegro,2021-12-07,215,"158,838","252,906.21",44.25%,41.51%,"2,334"
Montenegro,2021-12-08,196,"159,034","253,218.29",44.33%,41.62%,"2,339"
Montenegro,2021-12-09,180,"159,214","253,504.89",44.40%,41.73%,"2,342"
Montenegro,2021-12-10,219,"159,433","253,853.59",44.46%,41.84%,"2,347"
Montenegro,2021-12-11,202,"159,635","254,175.22",44.52%,41.94%,"2,349"
Montenegro,2021-12-12,153,"159,788","254,418.83",44.55%,42.00%,"2,350"
Montenegro,2021-12-13,113,"159,901","254,598.75",44.56%,42.03%,"2,357"
Montenegro,2021-12-14,210,"160,111","254,933.12",44.61%,42.13%,"2,360"
Montenegro,2021-12-15,159,"160,270","255,186.28",44.65%,42.21%,"2,365"
Montenegro,2021-12-16,187,"160,457","255,484.03",44.69%,42.30%,"2,367"
Montenegro,2021-12-17,198,"160,655","255,799.29",44.74%,42.40%,"2,372"
Montenegro,2021-12-18,163,"160,818","256,058.82",44.78%,42.49%,"2,373"
Montenegro,2021-12-19,177,"160,995","256,340.65",44.81%,42.57%,"2,375"
Montenegro,2021-12-20,132,"161,127","256,550.82",44.81%,42.59%,"2,378"
Montserrat,2021-12-05,,44,"8,833.57",30.74%,28.45%,1
Montserrat,2021-12-06,0,44,"8,833.57",30.74%,28.45%,1
Montserrat,2021-12-07,0,44,"8,833.57",30.74%,28.45%,1
Montserrat,2021-12-08,0,44,"8,833.57",30.74%,28.45%,1
Montserrat,2021-12-09,0,44,"8,833.57",30.74%,28.45%,1
Montserrat,2021-12-10,0,44,"8,833.57",30.74%,28.45%,1
Montserrat,2021-12-11,0,44,"8,833.57",30.74%,28.45%,1
Montserrat,2021-12-12,0,44,"8,833.57",30.74%,28.45%,1
Montserrat,2021-12-13,0,44,"8,833.57",30.74%,28.45%,1
Montserrat,2021-12-14,0,44,"8,833.57",30.74%,28.45%,1
Montserrat,2021-12-15,0,44,"8,833.57",30.74%,28.45%,1
Montserrat,2021-12-16,0,44,"8,833.57",30.74%,28.45%,1
Montserrat,2021-12-17,0,44,"8,833.57",30.74%,28.45%,1
Montserrat,2021-12-18,0,44,"8,833.57",30.74%,28.45%,1
Montserrat,2021-12-19,0,44,"8,833.57",30.74%,28.45%,1
Montserrat,2021-12-20,1,45,"9,034.33",30.74%,28.45%,1
Morocco,2021-12-05,,"950,591","25,454.45",65.68%,61.06%,"14,788"
Morocco,2021-12-06,52,"950,643","25,455.84",65.68%,61.06%,"14,788"
Morocco,2021-12-07,158,"950,801","25,460.07",65.68%,61.06%,"14,788"
Morocco,2021-12-08,145,"950,946","25,463.96",65.73%,61.17%,"14,792"
Morocco,2021-12-09,146,"951,092","25,467.87",65.73%,61.17%,"14,794"
Morocco,2021-12-10,175,"951,267","25,472.55",65.73%,61.17%,"14,795"
Morocco,2021-12-11,113,"951,380","25,475.58",65.73%,61.17%,"14,796"
Morocco,2021-12-12,102,"951,482","25,478.31",65.77%,61.25%,"14,796"
Morocco,2021-12-13,62,"951,544","25,479.97",65.77%,61.25%,"14,798"
Morocco,2021-12-14,219,"951,763","25,485.83",65.80%,61.31%,"14,798"
Morocco,2021-12-15,221,"951,984","25,491.75",65.80%,61.31%,"14,798"
Morocco,2021-12-16,205,"952,189","25,497.24",65.80%,61.31%,"14,802"
Morocco,2021-12-17,209,"952,398","25,502.84",65.80%,61.31%,"14,804"
Morocco,2021-12-18,230,"952,628","25,508.99",65.80%,61.31%,"14,808"
Morocco,2021-12-19,186,"952,814","25,513.98",65.85%,61.40%,"14,809"
Morocco,2021-12-20,102,"952,916","25,516.71",65.85%,61.40%,"14,810"
Mozambique,2021-12-05,,"151,924","4,723.56",20.79%,12.79%,"1,941"
Mozambique,2021-12-06,76,"152,000","4,725.92",20.79%,12.79%,"1,941"
Mozambique,2021-12-07,120,"152,120","4,729.65",20.79%,12.79%,"1,941"
Mozambique,2021-12-08,206,"152,326","4,736.06",20.79%,12.79%,"1,941"
Mozambique,2021-12-09,260,"152,586","4,744.14",21.15%,13.36%,"1,941"
Mozambique,2021-12-10,379,"152,965","4,755.92",21.15%,13.36%,"1,942"
Mozambique,2021-12-11,443,"153,408","4,769.70",21.15%,13.36%,"1,942"
Mozambique,2021-12-12,266,"153,674","4,777.97",21.15%,13.36%,"1,944"
